Datetime,P0001,P0002,P0003,P0004,P0005,P0006,P0007,P0008,P0009,P0010,P0011,P0012,P0013,P0014,P0015,P0016,P0017,P0018,P0019,P0020,P0021,P0022,P0023,P0024,P0025,P0026,P0027,P0028,P0029,P0030,P0031,P0032,P0033,P0034,P0035,P0036,P0037,P0038,P0039,P0040,P0041,P0042,P0043,P0044,P0045,P0046,P0047,P0048,P0049,P0050,P0051,P0052,P0053,P0054,P0055,P0056,P0057,P0058,P0059,P0060,P0061,P0062,P0063,P0064,P0065,P0066,P0067,P0068,P0069,P0070,P0071,P0072,P0073,P0074,P0075,P0076,P0077,P0078,P0079,P0080,P0081,P0082,P0083,P0084,P0085,P0086,P0087,P0088,P0089,P0090,P0091,P0092,P0093,P0094,P0095,P0096,P0097,P0098,P0099,P0100
2025-06-10 06:15:08,51.95,64.05,55.31,79.06,7963.26,8550.43,8632.53,1137.7,1066.24,1136.77,1096.84,1192.0,1101.05,1213.06,1070.84,1205.42,1212.47,592.78,566.44,464.22,456.86,521.45,550.36,510.57,495.44,589.93,582.5,33.83,17.62,36.12,20.11,24.81,294.26,254.97,261.36,322.18,326.05,96.75,108.52,108.03,100.87,105.42,1355.4,1575.6,1232.57,1327.74,1451.58,2129.74,1908.96,2328.87,1639.21,3592.63,381.73,397.03,406.26,396.87,384.3,438.63,534.29,455.81,2700.15,4545.99,2162.09,2151.28,2191.49,66.64,67.26,65.54,60.87,66.12,226.23,233.06,266.05,269.29,200.14,0.48,0.87,2.47,0.95,1.7,3.85,2.28,1.43,4.87,1.43,58.46,79.1,39.23,24.3,14.62,25.68,18.78,74.18,33.45,64.26,29.44,22.94,17.72,19.11,13.58
2025-06-10 06:15:09,70.58,86.4,46.27,67.16,8569.14,9742.61,9681.22,1139.16,1070.92,1213.66,1042.05,1160.99,1187.53,1091.0,1127.28,1138.98,1121.68,556.73,608.65,588.45,577.08,569.4,542.1,565.11,488.16,560.93,550.18,24.36,27.32,18.57,20.64,15.74,313.65,275.54,287.94,249.37,223.22,95.46,100.82,106.07,95.92,107.7,1510.88,1190.24,1442.41,1389.6,1200.73,2251.99,4310.2,1009.72,1949.14,4286.46,523.31,423.18,515.88,427.08,470.92,559.03,567.1,486.3,5428.8,4041.5,5196.88,3847.04,3755.4,59.95,72.69,76.0,62.73,55.68,203.2,227.82,232.19,207.04,208.78,4.39,0.87,2.51,2.1,3.22,2.07,3.7,0.13,4.6,1.72,28.52,12.08,63.62,62.61,68.55,18.97,17.84,91.47,73.27,43.52,10.0,22.38,11.88,27.12,27.96
2025-06-10 06:15:10,77.23,106.23,79.44,64.38,8717.08,9380.04,8013.07,1200.33,1058.15,1092.35,1151.64,1148.44,1061.15,1212.34,1162.35,1042.09,1168.5,497.07,517.42,474.44,579.55,552.27,548.48,615.63,589.17,470.91,479.82,31.22,21.88,16.48,37.2,16.41,214.74,184.02,209.07,285.35,319.69,101.46,99.78,105.17,102.0,100.06,1588.92,1330.95,1597.88,1299.03,1590.41,3589.48,524.84,4390.32,3002.53,3173.02,546.34,386.41,477.43,507.31,405.09,454.23,425.01,401.3,4273.06,5154.79,3804.22,2077.11,3363.25,73.78,73.58,57.24,59.53,63.08,246.16,271.18,256.43,266.95,203.72,3.57,0.79,3.22,1.5,1.52,0.5,1.73,2.29,1.84,1.67,51.58,71.17,47.79,49.71,76.33,93.95,42.05,52.75,39.0,64.76,27.17,28.01,15.47,11.75,18.55
2025-06-10 06:15:11,100.11,51.94,85.58,47.89,8892.61,9692.23,9303.68,1139.62,1206.99,1187.97,1036.25,1217.13,1086.32,1060.89,1116.95,1066.48,1072.35,560.68,549.23,604.32,498.66,458.2,590.75,476.11,484.48,569.57,579.13,18.51,23.95,31.73,26.83,38.11,196.03,248.03,316.53,324.53,376.95,97.42,103.8,100.56,108.81,107.6,1270.46,1191.84,1170.06,1406.79,1535.5,3947.76,1231.57,751.59,2202.35,856.76,393.9,385.45,554.12,537.59,480.11,563.29,425.04,529.36,1858.7,3947.55,2287.48,2900.29,2855.25,54.71,54.13,69.35,56.15,63.45,259.78,258.37,267.54,284.73,297.68,4.29,3.01,2.75,1.17,3.82,0.26,4.31,4.03,3.22,1.75,10.57,46.47,57.51,26.83,48.89,49.87,12.51,44.09,70.9,65.65,20.56,24.03,26.45,20.89,6.82
2025-06-10 06:15:12,77.07,97.96,64.74,88.6,9176.97,7870.21,9303.83,1154.6,1073.42,1048.58,1186.77,1219.05,1059.48,1191.43,1198.04,1134.07,1070.94,466.88,526.99,523.41,535.03,484.71,486.83,525.58,524.95,491.93,616.02,25.2,32.18,34.4,28.84,16.81,228.43,180.52,198.27,294.9,269.46,106.2,105.16,103.1,107.67,107.29,1374.34,1440.43,1179.69,1282.92,1481.3,3495.5,730.25,3184.29,2244.58,1425.56,455.56,424.57,440.21,448.3,393.69,468.6,457.53,405.32,3813.87,4036.91,5163.64,2739.45,4719.59,50.19,51.34,51.41,69.77,59.87,222.97,222.83,295.35,203.61,251.26,1.96,0.32,1.46,1.1,4.75,2.75,4.7,1.92,4.31,0.51,85.39,31.42,60.22,91.32,53.38,26.26,31.45,53.78,55.21,61.93,7.29,5.38,17.16,15.8,23.42
2025-06-10 06:15:13,51.96,58.42,86.88,90.13,9433.72,7534.96,7927.01,1133.38,1055.47,1112.95,1176.69,1063.37,1133.13,1205.96,1079.35,1162.58,1128.37,467.24,576.42,502.54,458.86,592.02,470.16,499.25,484.68,497.93,485.59,38.23,16.82,35.75,22.31,32.44,318.93,354.8,234.79,368.44,299.88,106.69,95.89,99.92,106.08,103.53,1271.16,1567.03,1590.64,1207.49,1200.17,1751.13,3547.22,4439.04,1845.74,2766.57,500.73,473.52,406.54,441.26,438.45,409.93,424.85,569.36,1787.03,5249.84,1912.72,2926.87,2241.13,68.46,65.97,72.89,76.29,78.12,252.97,285.32,237.88,200.06,244.97,2.45,3.8,1.44,2.67,4.08,4.56,0.68,4.3,4.53,3.32,96.22,23.71,63.08,76.53,32.02,11.32,70.32,35.13,20.55,74.52,9.25,8.46,19.94,15.61,25.02
2025-06-10 06:15:14,56.1,43.7,80.9,96.3,8869.3,7793.06,9149.6,1117.02,1092.18,1188.87,1138.98,1074.49,1072.92,1201.26,1085.19,1045.52,1205.61,469.08,491.28,480.03,606.12,477.8,515.05,534.47,514.71,474.54,509.85,23.34,31.66,23.86,35.43,39.2,288.19,286.47,286.19,258.52,265.7,101.55,95.61,103.16,105.14,96.74,1415.77,1595.77,1389.18,1184.23,1480.32,4144.13,1285.88,2398.46,2545.95,4341.27,457.96,419.46,387.41,454.16,493.43,484.02,468.57,501.89,2289.69,4996.96,1747.06,3546.56,2638.79,62.16,70.52,50.16,64.8,61.37,201.08,282.64,275.21,272.37,289.46,2.48,1.99,2.74,2.78,3.06,1.75,0.51,4.76,1.15,3.14,85.95,56.95,92.6,19.55,37.92,24.89,39.53,73.82,28.59,56.02,27.75,22.87,9.04,24.89,28.64
2025-06-10 06:15:15,85.21,88.99,43.2,67.91,7847.03,7879.33,8647.54,1083.1,1146.04,1126.44,1169.61,1181.24,1192.11,1030.31,1174.64,1131.16,1087.93,494.82,569.7,474.34,498.83,478.43,597.28,513.61,497.8,551.27,519.16,35.39,24.19,33.52,24.05,25.31,317.43,323.52,358.14,309.87,316.04,104.41,105.45,106.54,104.4,106.92,1392.75,1525.13,1418.79,1289.57,1539.11,2879.09,1866.17,1776.08,519.24,2212.08,435.34,514.07,556.77,504.9,543.8,469.74,441.58,381.81,2681.41,5339.64,4690.6,5096.17,1572.24,76.91,78.82,73.04,54.79,52.14,220.34,209.82,222.71,281.6,238.34,2.65,2.95,1.71,0.48,3.55,3.09,4.95,4.28,0.41,0.27,38.22,23.75,28.88,81.11,70.75,10.33,59.84,22.23,43.71,73.08,23.21,15.82,5.71,20.8,19.61
2025-06-10 06:15:16,108.17,81.71,89.54,83.8,7545.0,8490.45,8049.88,1209.11,1167.01,1086.07,1137.35,1058.36,1209.4,1204.02,1048.69,1039.88,1091.24,456.64,561.4,493.85,609.55,590.91,585.38,513.23,602.21,467.7,453.35,38.65,18.73,16.5,25.0,18.84,275.61,376.48,230.79,367.44,240.38,99.31,105.16,95.01,102.69,103.53,1515.18,1363.99,1208.92,1217.46,1333.05,1336.71,2237.76,3047.7,676.34,2533.06,424.2,388.79,499.23,384.51,541.36,468.18,443.31,482.25,2864.12,2911.14,4857.04,3492.25,3551.62,58.16,79.65,74.16,66.2,73.1,290.14,291.36,225.46,254.08,260.46,1.68,3.34,0.62,3.84,1.97,1.73,3.35,1.19,0.94,4.06,42.93,69.76,97.2,20.47,28.28,77.98,82.06,79.6,86.82,44.4,24.99,16.89,20.29,27.35,7.9
2025-06-10 06:15:17,78.58,40.94,93.2,41.66,9740.4,9072.27,9086.13,1188.92,1160.39,1109.45,1072.18,1077.77,1036.66,1118.38,1118.34,1104.05,1207.49,593.22,455.2,549.18,617.32,486.04,509.6,550.27,532.01,612.17,586.04,22.2,35.8,39.6,39.47,39.09,321.92,212.79,378.47,346.73,207.38,100.09,101.61,96.78,98.06,96.65,1247.84,1396.6,1584.88,1352.75,1411.05,4343.96,4363.51,2652.78,3113.34,1487.15,441.61,422.29,519.84,561.47,518.69,533.43,457.48,536.05,1506.61,3684.75,3561.91,4400.28,2246.0,63.39,62.65,73.48,69.02,71.68,264.73,299.25,279.28,225.5,237.46,0.13,3.87,4.15,0.21,3.15,1.53,0.36,1.61,1.68,2.16,77.32,32.23,22.11,14.05,90.07,68.48,14.33,99.97,71.4,75.64,18.96,12.82,29.47,12.65,11.88
2025-06-10 06:15:18,91.75,104.31,75.86,46.1,7509.59,7655.58,8210.35,1146.11,1160.17,1048.02,1118.6,1118.34,1056.79,1132.65,1163.65,1086.83,1119.13,549.69,464.27,463.81,585.98,509.01,482.87,493.7,463.83,479.68,553.62,25.54,38.45,21.97,36.39,27.46,301.24,315.62,236.81,237.25,336.25,102.76,100.75,108.3,100.14,99.76,1215.64,1513.33,1546.16,1288.5,1334.07,1205.98,4070.92,2969.05,2434.31,962.64,470.0,435.54,394.95,539.14,480.99,500.16,441.92,448.64,4363.26,3226.79,3051.84,2688.41,5134.38,49.37,78.9,57.62,79.93,59.82,251.02,268.59,262.04,258.66,256.93,1.16,0.57,2.98,3.56,1.23,4.49,1.56,0.14,3.59,2.2,32.53,40.76,10.41,14.66,39.8,43.99,64.51,73.14,97.61,62.76,8.74,18.77,21.59,10.03,6.56
2025-06-10 06:15:19,70.76,79.15,98.07,100.68,8293.91,7881.32,9137.76,1179.0,1043.35,1155.09,1148.57,1141.6,1213.62,1194.5,1205.6,1162.12,1184.99,505.86,521.7,516.46,472.49,475.15,555.15,613.74,516.36,467.88,509.93,20.05,21.16,29.15,35.35,37.67,236.15,322.19,281.69,347.28,238.59,103.27,107.02,109.53,107.84,97.69,1300.5,1263.28,1335.53,1391.42,1424.45,4180.38,2636.09,1564.15,2399.09,1788.36,557.88,497.07,483.9,386.82,450.06,395.61,498.54,440.8,3438.81,4172.38,4899.55,3684.15,5251.49,56.5,62.0,63.27,59.15,49.33,274.37,250.92,223.35,271.47,257.59,1.31,0.97,4.9,1.51,2.69,3.54,4.71,3.99,3.48,0.83,15.41,44.29,95.77,77.02,41.44,41.99,18.53,73.1,21.97,50.05,20.47,11.15,26.35,12.93,19.99
2025-06-10 06:15:20,75.07,62.66,42.87,64.48,7636.91,8191.53,7783.44,1061.71,1150.68,1179.61,1132.95,1152.75,1047.5,1030.12,1188.16,1051.0,1133.8,473.84,596.31,479.61,610.0,456.24,614.74,591.82,616.64,595.69,467.11,39.15,17.75,20.49,26.16,39.95,298.34,238.0,197.47,186.33,210.69,106.83,106.82,101.32,101.14,97.71,1294.97,1139.98,1453.3,1561.65,1285.56,1634.14,751.53,1390.52,2362.18,4330.23,390.9,482.61,473.99,555.02,526.53,463.91,479.01,409.97,4833.7,3020.4,2020.78,1524.03,2230.68,47.31,78.03,50.67,70.43,78.67,282.17,266.96,238.66,293.66,259.16,1.02,3.65,4.15,3.1,4.38,1.64,4.1,1.32,3.49,2.57,35.82,96.5,91.51,85.46,87.11,25.25,76.87,41.86,81.83,97.29,20.52,11.69,23.42,17.68,19.68
2025-06-10 06:15:21,83.5,88.67,56.25,86.6,8683.26,8368.24,7525.97,1061.83,1158.63,1178.59,1053.15,1107.39,1166.97,1180.71,1075.82,1180.94,1165.6,510.06,501.28,619.38,489.1,507.11,483.99,549.72,507.08,560.44,580.49,28.93,29.95,19.9,36.84,39.84,269.49,191.04,365.47,272.65,373.24,95.58,97.36,102.56,95.98,102.27,1487.64,1264.53,1488.75,1428.3,1308.5,3102.97,2106.16,1632.96,4007.08,2966.5,516.82,541.1,396.38,492.05,465.68,387.29,505.42,436.63,2408.25,3157.15,5463.29,2350.85,5039.63,66.6,62.48,77.64,66.43,56.69,208.59,221.96,232.56,245.93,228.75,1.93,4.75,2.11,4.64,2.73,3.33,2.75,0.27,2.93,1.84,58.12,20.82,26.61,97.66,44.54,97.28,44.18,24.65,81.4,30.72,20.11,19.24,22.82,8.76,24.27
2025-06-10 06:15:22,64.45,106.59,69.12,100.01,8267.6,9618.41,8484.42,1038.29,1219.62,1095.55,1068.67,1088.64,1115.85,1195.94,1040.16,1211.85,1078.58,495.54,534.32,610.73,525.96,475.23,495.95,499.09,554.89,494.58,542.24,22.6,25.85,23.53,38.08,35.34,272.71,246.08,277.21,337.59,307.53,104.24,99.45,98.57,95.66,99.35,1120.27,1459.88,1490.25,1223.21,1537.62,3646.0,3007.1,2324.38,2764.66,3751.0,458.13,450.3,503.92,432.97,503.58,446.67,383.35,535.38,2760.07,5214.4,4479.94,4297.55,2530.02,77.87,68.18,79.8,63.67,62.34,246.0,292.36,227.68,254.88,235.05,2.61,4.23,4.52,1.86,1.9,1.5,0.84,2.25,2.7,0.55,37.32,60.12,64.95,84.66,14.29,23.23,58.47,49.37,92.42,12.35,17.1,10.25,27.16,12.14,19.13
2025-06-10 06:15:23,55.14,53.65,68.8,63.35,9061.91,8686.3,7905.01,1215.97,1140.39,1171.73,1119.78,1188.19,1144.9,1120.22,1132.79,1149.32,1156.79,451.38,592.88,604.54,617.83,574.73,532.96,548.98,569.21,570.77,467.89,22.95,30.52,35.24,20.85,18.76,218.46,234.0,271.39,316.33,198.89,103.49,97.97,99.01,98.23,96.39,1310.67,1320.73,1420.79,1235.32,1180.75,3801.64,1643.63,2520.49,3801.67,4294.83,569.97,416.2,415.22,530.45,432.53,567.36,440.5,506.29,5449.61,3780.2,3408.89,2704.85,4823.25,47.33,71.01,65.05,50.87,46.46,272.65,213.85,299.36,252.01,209.4,1.17,0.89,1.03,2.73,3.21,4.75,2.89,0.44,2.05,4.04,40.17,62.04,33.3,40.23,34.39,50.06,63.92,48.19,85.3,82.74,12.98,26.03,7.87,24.46,16.2
2025-06-10 06:15:24,72.33,60.94,82.27,71.01,9564.59,8745.21,7825.13,1133.7,1187.86,1172.85,1215.89,1168.7,1079.23,1205.04,1049.01,1170.28,1095.75,572.26,572.37,550.24,457.66,516.52,575.75,549.73,612.2,558.15,558.32,33.35,38.97,31.26,34.87,17.48,190.85,310.24,378.02,287.55,220.85,108.27,96.63,97.63,109.9,107.65,1572.29,1566.87,1524.08,1591.53,1279.08,4268.11,2884.61,3347.64,4294.93,4362.65,517.82,438.83,533.86,495.57,484.33,569.59,557.02,478.94,3442.37,4084.88,2140.97,4766.84,2655.66,47.16,64.7,53.62,73.32,66.73,201.05,206.63,240.67,221.23,292.51,2.66,3.97,1.77,2.26,0.78,4.28,4.43,0.13,1.37,1.01,88.87,14.8,89.75,67.15,82.25,43.94,33.02,52.68,80.1,47.88,16.66,25.89,25.7,21.15,5.13
2025-06-10 06:15:25,81.28,102.7,96.67,52.32,8161.48,8974.64,9615.89,1121.24,1079.35,1057.11,1033.81,1088.26,1060.69,1119.19,1199.68,1054.62,1205.1,559.16,455.16,479.93,593.24,540.15,468.63,455.13,526.19,462.03,471.86,38.71,23.62,35.45,22.14,27.24,326.8,211.7,306.8,367.61,320.55,105.05,97.8,106.09,104.38,108.29,1187.52,1259.79,1571.69,1258.8,1214.81,3197.72,4348.33,1874.55,4109.21,4162.92,456.6,462.61,396.71,403.63,528.3,546.89,555.96,431.39,3849.36,4625.66,4226.38,3685.77,3472.3,56.97,75.02,75.05,62.48,63.08,201.6,268.38,281.94,298.6,298.39,1.39,1.23,4.32,2.69,2.31,1.68,3.68,4.22,3.03,0.72,80.64,21.63,61.9,69.28,88.22,12.98,50.13,74.88,23.75,89.78,24.11,8.1,9.01,23.26,13.98
