2025/6/10 0:00,40.86,61.44,2401.45,1505.29,1013.55,400.8,509.98,513.52,419.48,506.3,526.02,555.24,495.07,3220.24,5163.14,1702.12,2405.62,4787.73,46.74,75.83,45.34,74.87,52.9,286.72,243.19,248.17,267.45,212.21,3.84,0.4,2.56,0.18,0.33,2.8,0.7,1.55,0.19,1.05,18.91,12.1,99.32,22.03,59.82,17.7,43.6,69.9,71.22,84.82,8.85,19.17,5.87,5.63,16.76
2025/6/10 0:00,68.41,96.18,2429.13,2514.88,3397.46,553.5,390.97,391.66,525.48,421.08,473.03,545.08,491.82,4995.58,3236.95,2911.47,4807.22,2537.25,62.41,61.36,59.08,51.64,71.28,256.5,276.17,252.11,229.14,256.64,2.25,3.76,3.13,1.62,4.79,1.07,3.61,2.06,4.07,3.17,85.9,37.41,95.81,75.61,48.46,20.65,66.95,98.26,16.56,65.09,14.16,14.53,27.55,21.6,10.24
2025/6/10 0:00,63.79,89,2477.42,3579.15,3771.38,503.7,518.89,565.49,425.37,449.29,498.87,541.95,568.94,5169.88,2351.11,2671.49,4225.77,4773.78,46.41,64.97,74.92,73.36,59.94,216.21,241.99,210.97,209.95,210.51,3.84,0.76,4.95,3.29,4.66,1.2,4.44,3.63,1.78,1.86,20.24,57.89,85.41,91.87,69.93,98.15,31.85,71.72,86.03,11.11,28.81,23.37,29.94,25.48,25.09
2025/6/10 0:00,107.36,87.73,2782.11,1156.01,3008.85,558.12,507.76,521.15,497.35,475.11,425.75,437.79,385.38,4450.29,2617.34,5322.9,3921.94,5311,57.44,64.97,61.65,49.7,63.88,296.12,256.94,226.71,260.67,261.61,2.61,2.07,1.33,2.69,0.64,0.53,2.3,0.46,3.39,4.54,89.92,26.03,11.21,35.04,46.45,80.25,40.83,26.29,20.07,64.57,17.86,7.87,18.57,28.8,28.02
2025/6/10 0:00,48.86,105.07,1468.73,3205.62,2102.68,559.25,467.11,458.25,436.95,388.57,460.79,465.23,399.2,3039.11,2511.66,4237.05,2680.72,3279.7,50.43,70.68,69.95,53.91,76.89,254.03,258.43,237.28,253.65,202.19,4.56,0.72,3.81,5,0.95,1.27,2.38,2.88,2.63,0.59,32.81,76,39.08,98.55,63.23,14.85,72.78,19.86,84.22,52.62,17.22,19.6,9.65,11.18,13.59
2025/6/10 0:00,61.4,78.32,4002.5,3801.9,1401.53,433.05,420.07,475.5,474.74,454.27,454.34,511.82,421.12,4184.52,2120.61,1612.2,2798.19,3972.23,74.61,76.58,75.38,55.82,66.25,250.67,208.98,249.67,234.75,256.03,1.07,3.44,3.73,4.11,4.48,2.29,2.02,0.46,2.66,2.43,69.95,70.32,12.81,65.29,41.11,50.41,29.56,12.76,49.57,66.2,11.02,5.65,11.1,6.82,12.65
2025/6/10 0:00,59.26,96.53,2602.63,953.97,1418.44,380.62,406.79,493.36,409.7,505.5,480.48,501.67,532.65,1632.87,2168.61,4855.52,5050.69,3186.08,53.58,53.84,61.18,65.49,48.07,281.05,293.46,231.76,299.85,206.46,1.44,0.84,2.79,2.49,4.38,0.28,2.62,2.76,1.21,4.13,55.46,38.81,50.62,77.88,21.69,30.86,39.07,90,55.62,47.57,22,8.7,21.49,25.04,25.04
2025/6/10 0:00,45.75,76.42,848.09,504.3,771.27,501.33,465.04,492.63,404.65,413.41,466.57,531.11,476.58,2353.92,3250.82,1732.47,4157.75,1861.69,78.47,52.68,56.7,72.76,76.73,270.22,203.13,274.29,234.34,287.48,0.5,0.18,0.11,3.37,2.87,0.55,2.87,2.22,1.7,3.17,49.33,18.36,93.72,49.48,78.67,37.36,60.37,35.61,41.92,32.6,18.11,14.25,17.49,17.7,15.83
2025/6/10 0:00,55.19,105.44,1970.54,1900.02,522.38,395.99,380.25,490.63,441.9,399.3,502.43,526.78,412.56,4244.13,5300.51,3694.81,1924.17,5421.55,65.48,74.37,72.5,71.08,57,266.07,251.01,227.67,245.1,228.27,0.58,3.48,4,0.58,2.69,4.63,1.01,1.26,1.47,4.21,68.29,11.33,29.18,36.82,37.42,85.36,27.25,48.86,16.71,38.36,20.25,8.86,19.57,14.51,6.85
2025/6/10 0:00,85.52,107.01,1276.53,3002.35,4006.05,461.31,520.44,456.97,554.71,471.75,553.24,552.58,559.05,4026.5,2564.74,4171.93,3727.72,3219.75,47.08,75.74,64.76,59.28,66.23,251.03,206.53,281.11,218.43,297.62,0.53,4.06,2.52,0.6,2.26,0.32,2.36,4.88,3.35,4.34,87.53,37.89,18.7,80.09,77.42,96.04,45.67,77.28,33.41,88.32,29.38,6.92,23.29,6.87,29.79
2025/6/10 0:00,91.26,46.61,2669.48,678.29,2151.72,388.85,445.52,536.19,438.46,526.26,425.73,426.45,443.35,4228.58,5206.02,4490.1,4806.33,4327.9,45.94,78.83,70.29,62.58,57.92,240.7,202.77,225.08,292.75,223.91,1.03,1.1,2.26,1.81,2.04,3.51,1.53,3.17,4.91,2.66,90.46,73.2,31.14,23.38,88.83,38.92,45.17,83.74,42.88,58.96,9.48,16.19,22.41,16.22,19.7
2025/6/10 0:00,82.02,91.7,784.25,3318.12,1950.49,486.08,526.46,406.53,518.39,431.27,563.82,480.15,549.15,5065.72,2561.32,3201.35,3621.34,3874.6,72.46,66.5,55.76,45.45,62.58,250.84,231.15,236.49,256.65,259.44,2.17,4.39,3.19,2.4,4.13,3.93,3.45,0.85,2.65,3.84,82.25,79.96,17.24,23.25,39.31,69.76,49.24,92.97,40.79,26.81,26.16,17.06,24.55,21.02,26.53
2025/6/10 0:00,57.35,80.95,2918.27,1043.62,2535.9,444.78,455.09,502.19,487.31,495.03,566.72,568.2,558.17,3270.55,1616.2,2277.54,3335.46,3719.15,75.58,79.39,76.56,71.83,78.31,228.01,258.14,283.34,274.49,257.48,0.44,2.83,0.51,3.49,4.41,2.93,2.88,4.06,1.24,1.54,85.37,93.97,58.98,51.97,14.12,78.97,70.21,65.86,68.18,17.36,14.27,29.45,6.94,17.06,23
2025/6/10 0:00,56.77,105.36,3501.07,3409.4,3658.41,498.33,507.02,471.88,452.85,458.98,405.27,393.67,568.63,4251.87,1694.37,3278.67,4966.51,4308.62,70.79,56.34,56.84,71.18,57.55,281.86,263.61,240.09,252.46,299.08,2.92,4.78,2.03,2.85,2.43,1.45,1.74,4.64,4.7,0.24,69.53,39.04,15.28,59.28,55.41,86.67,67.3,18.92,52.96,68.45,13.62,13.8,12.77,27.91,13.9
2025/6/10 0:00,74.54,61.04,1343.33,3415.67,4330.62,398.18,419.9,494.95,505.92,500.26,473.04,559.75,427.62,2441.16,4471.35,2949.35,4894.85,3148.33,70.67,78.25,69.29,79.99,51.92,288.19,220.82,281.48,228.58,266.49,4.36,1.29,4.44,4.31,3.17,1.63,2.64,2.1,1.52,4.93,81.39,93.96,50.34,34.89,73.68,89.26,71.68,39.03,21.35,60.45,27.36,9.38,18.67,8.39,29.74
2025/6/10 0:00,41.31,54.1,4280.56,629.7,3875.34,448.01,564.66,450.39,544.55,540.8,392.02,545.52,467.89,2301.11,2749.33,2004.32,3040.17,2982.48,55.92,76.86,70.57,67.34,52.22,264.07,218.47,297.29,247.08,242.93,1.38,3.59,1.87,0.12,2.81,2.38,3.26,0.66,4.75,4.95,68.27,64.72,45.31,38.83,33.07,65.57,36.2,55.61,52.89,76.89,6.67,28.44,11,6.66,29
2025/6/10 0:00,79.98,102.51,2152.57,2185.27,1041.72,556.93,462.2,458.49,413.02,440.19,503.98,555.8,434.59,3464.31,3201.11,1547.17,4346.43,3383.99,76.19,63.92,66.21,46.89,63.14,286.91,260.3,261.05,278.06,221.63,2.24,1.88,3.64,0.11,4.71,3.1,0.17,3.19,1.3,3.96,17.3,37.8,28.57,86.78,24.53,40.68,83.74,26.14,36.49,78.34,11.14,27.88,21.83,25.26,29.82
2025/6/10 0:00,94.72,59.39,3180.42,1505.8,1411.14,505.53,422.23,440.38,499.7,466.02,513.31,551.65,446.3,4785.88,5287.44,3870.29,4734.05,1858.66,66.73,62.89,75.93,55.8,69.83,221.77,221.59,226.1,270.31,279.2,2.44,0.86,2.9,1.15,1.38,4.15,1.37,0.35,3.26,4.98,53.75,98.33,29.62,50.67,63.01,25.35,93.99,42.93,38.01,93.42,22.2,6.6,14.31,13.61,27.46
2025/6/10 0:00,109.21,96.88,1375.22,1134.86,2428.37,411.74,439.01,403.42,505.56,503.01,527.58,391.82,430.14,2031.84,5444.27,4485.52,5310.51,4943.38,56.44,65.4,78.59,62.38,56.53,207.11,243.3,257.9,229.15,243.85,2.44,2.72,4.57,2.98,0.87,1.99,4.42,1.7,1.67,4.56,36.69,17.78,17.43,43.7,86.91,78.38,31.25,91.22,68.8,36.05,25.9,8.69,9.83,29.34,27.22
2025/6/10 0:00,86.15,97.61,857.78,2752.39,2517.87,477.24,460.19,491.86,490.98,449.51,553.88,413.8,561.89,2199.54,4962.63,4653.55,4137.96,4732.47,49.84,67.56,48.52,57.62,45.37,230.86,264.86,274.43,257.76,271.97,4.21,1.49,1.82,0.36,4.14,4,4.96,2.76,0.93,4.69,44.35,68.28,46.07,34.77,59.75,77.04,50.13,42.8,44.63,61.69,18.61,29.5,7.44,6.64,10.2
2025/6/10 0:00,65.25,103.54,3515.2,3257.12,3933.09,417.86,512.56,554.51,486.18,445.51,569.62,472.26,497.01,1646.6,4642.44,2438.03,4929.61,2744.61,67.38,69.71,79.22,75.72,60.56,243.64,291.36,202.14,252.92,286.5,2.26,0.94,2.69,2.71,3.76,4.45,4.38,2.21,0.37,2.67,35.21,93.45,68.75,70.19,13.78,26.69,71.98,31.6,14.03,47.12,18.57,19.87,29.51,9.83,27.34
2025/6/10 0:00,82.04,69.39,1923.72,2340.48,1907.35,406.44,494.77,445.55,450.74,567.38,415.64,453.39,560.99,2740.37,4179.54,2857.73,5177.8,3187.66,48.72,50.68,47.99,55.27,61.16,251.78,230.86,223.3,274.29,245.59,0.96,0.88,4.66,3.22,3.58,2.62,4.65,0.59,4.14,4.64,42.28,43.07,75.97,15.72,22.52,13.91,45.38,43.24,85.38,90.72,18.48,15.76,17.21,27.38,12.89
2025/6/10 0:00,44.73,75.86,3051.56,1531.36,4144.39,479.65,476.89,470.81,406.75,457.86,554.88,534.56,506.79,4393.15,2934.65,4833.84,2970.56,2354.12,58.23,69.22,51.33,71.22,73.28,226.2,279.9,233.57,202.77,282.78,3.02,1.2,4.64,4.7,2.49,2.73,2.66,3.99,4,0.82,15.93,16.34,62.34,34.16,25.26,13.07,73.67,43.79,79.17,47.91,18.92,15.81,27.88,23.08,18.72
2025/6/10 0:00,92.71,72.83,1461.4,2551.02,642.41,430.55,385.57,395.65,560.43,457.55,544.81,452.85,563.33,2690.05,4063.06,5069.55,4903.23,2759.88,62.05,67.22,72.75,68.78,53.28,290.61,298.23,236.57,275.23,287.12,3.99,3.76,1.37,0.7,4.11,3.72,4.74,4.48,4.51,2.56,87.64,31.54,25.16,85.9,27.02,80.44,63.49,73.04,93.61,41.25,13.79,17.52,28.7,23.41,15.59
2025/6/10 0:00,43.98,76.17,687.58,3861.82,2743.87,425.17,515.42,507.87,536.03,497.11,458.59,423.02,483.59,3112.42,2400.82,2395.76,3421.52,2741.6,53.44,74.17,79.46,47.52,71.69,277.53,273.13,222.01,286.42,256.42,0.67,4.64,1.52,4.09,2.99,0.73,2.39,1.09,2.09,1.96,46.69,32.79,48.51,79.17,29.32,99.62,55.83,92.29,33.34,24.68,10.11,8.89,24.06,16.16,28.89
2025/6/10 0:00,82.41,95.06,4438.33,3326.32,2180.17,457.92,524.39,411.01,425.07,539.5,475.27,520.29,439.27,5487.8,2259.47,2402.77,4971.94,2049.52,65.13,64.28,47.35,48.52,52.48,293.59,248.97,269.73,231.2,208.9,1.45,3.62,1.91,0.76,4.67,1.21,4.35,1.58,4.99,4.44,40.73,75.49,57.96,87.87,92.43,47.58,25.23,37.73,24.36,49.98,19.65,20.76,15.48,8.65,5.68
2025/6/10 0:00,87.27,84.5,3190.39,3067.77,2736.71,557.58,426.69,390.31,478.76,446.56,542.22,528.29,423.36,3930.91,1971.33,2097.75,3796.12,3588.4,72.72,76.56,68.08,64.82,68.54,232.75,257.48,263.86,210.92,255,4.81,3.56,0.87,1.41,3.2,2.92,0.22,3.08,4.99,4.15,48.24,43.09,18.29,77.83,59.28,76.55,72.39,12.48,21.73,77.68,29.39,17.27,13.2,24.05,22.22
2025/6/10 0:00,52.36,61.91,914.24,1250.25,4324.46,546.26,453.87,419.23,533.84,429.37,508.95,513.73,392.7,4107.85,4382.55,5040.55,3490.26,3159.28,48.03,79.88,71.93,76.8,64.87,280.97,217.33,298.83,269.44,277.3,0.86,4.48,0.32,0.39,4.82,2.58,4.78,3.07,1.47,1.58,19.49,76.16,98.52,42.88,64.96,28.12,90.73,23.47,64.91,75.42,17.84,13.11,23.1,21.46,22.5
2025/6/10 0:00,83.08,44.91,2248.23,3596.09,1714.83,485.42,491.26,404.29,441.32,398.12,492.3,536.92,520.79,3859.84,2099.65,1671.43,2087.75,2720.33,64.16,46.56,46.52,66.28,65.37,207.14,204.79,278.88,201.19,247.35,1.08,2.2,4.34,3.73,3.54,3.15,4.76,3.69,4.46,2.45,51.32,63.75,13.39,75.07,47.94,66.2,91.62,31.94,97.11,68.12,27.86,12.01,18.88,14.74,13.57
2025/6/10 0:00,99.96,87.71,1412.2,2534.8,2938.92,465.46,391.03,469.33,413.91,475.98,383.35,538.27,545.69,3764.25,3381.54,5487.18,4523.55,5444.81,77.65,51.98,69.61,66.45,50.57,233.4,268.76,264.55,242.49,260.06,0.33,0.84,2.36,2.72,2.95,0.47,2.84,4.97,4.87,1.19,45.18,93.5,24.32,69.26,93.17,64.38,26.79,80.62,50.09,91.1,26.01,6.39,22.52,22.15,13.85
2025/6/10 0:00,87.2,103.38,4242.94,1791.56,2714.03,441.79,457.9,499.4,561.49,500.12,558.06,507.43,488.95,4563.31,4497.03,3544.84,1513.19,2052.65,48.4,48.17,75.57,73.56,54.14,272.4,294.51,229.26,258.76,248.2,2.76,1.63,1.99,1.07,4.72,3.25,0.6,1.6,4.12,0.57,54.53,86.61,15.17,14.67,40.06,78.3,54.86,74.36,67.47,23.26,20.86,5.6,17.88,24.6,8.5
2025/6/10 0:00,55.26,100.8,3877.25,2874.96,3116.24,545.43,403.09,556.13,391.85,497.63,445.1,449.68,476.43,4081.93,4119.27,3238,3772.59,5438.66,48.45,58.89,53.19,57.65,65.19,204.62,272.96,209.71,272.35,299.19,1.17,4.94,2.26,4.67,1.57,2.15,0.53,0.55,3.88,4.46,77.99,84.11,44.75,77.83,89.39,60.22,55.63,41.88,46.76,79.39,16.16,29.18,26,27.21,16.28
2025/6/10 0:00,67.27,92.23,1115.47,4046.48,3121.31,423.92,399.8,407.33,502.72,438.86,388.65,436.95,436.63,1770.56,3950.16,3584.18,1772.81,3456.53,60.58,57.45,61.49,49.02,77.41,225.46,269.66,274.58,268.59,220.22,1.49,4.33,3.9,1.8,4.59,3.96,0.47,3.78,1.66,4.37,15.21,14.3,64.61,77.16,98.33,89.77,96.82,62.45,52.97,96.9,7.52,28.01,21.59,10.3,11.8
2025/6/10 0:00,43.16,85.93,3206.99,1338.43,3649.54,436.32,438.81,551.94,516.51,551.24,488.14,491.26,533.67,3001.1,1860.95,1743.49,2474.42,2561.81,46.73,77.01,51.81,63.92,48.83,251.63,263.2,249.16,221.99,210.51,3.3,3.04,3.76,3.74,4.28,4.54,2.1,2.32,3.97,4.25,66.96,87.7,30.85,29.08,22.39,46.97,40.92,13.28,99.89,69.62,11.2,21.35,29.14,17.54,6.61
2025/6/10 0:00,66.83,59.97,3575.16,4254.91,1801.45,455.49,555.63,452.52,552.94,416.71,485.39,485.58,530.85,1524.11,4275.09,2315.64,4215.27,4345.06,64.17,64.55,69.76,51.83,60.51,290.83,294.51,211.59,237.05,223,1.96,1.03,3.69,1.11,2.99,2.13,0.72,2.71,1.18,2.85,49.48,28.29,80.63,60.19,50.18,49.64,57.04,50.35,91.25,60.65,8.1,27.63,23.18,12.66,16.03
2025/6/10 0:00,57.75,95.85,1160.93,3759.84,3445,494.64,425.31,445.49,519.87,429.44,423.25,439.06,394.03,3415.39,5472.93,4192.62,1734.42,3292.64,61.63,69.6,67.63,75.29,56.64,270.07,248.75,259.3,219.58,280.05,2.33,1.42,1.03,1.89,2.49,0.52,1.19,2.14,2.64,3.35,89.79,96,49.69,74.13,22.91,67.48,90.14,94.88,47.25,33.69,25.51,29.69,21.59,15.26,13.53
2025/6/10 0:00,41.85,71.78,3863.51,2844.8,4107.06,556.27,548.1,524.69,381.05,414.66,396.28,472.08,429.3,2972.84,2882.42,2340.15,4641.14,5047.45,57.72,70.92,63.8,48.68,54.52,211.65,281.18,242.53,284.74,246.3,2.98,0.37,1.73,2.83,0.98,4.61,4.27,4.58,2.91,2.84,61.24,68.75,15.6,42.97,10.43,14.22,13.09,88.34,54.04,85.09,9.21,14.7,27.46,21.57,16.72
2025/6/10 0:00,48.84,56.88,3244.93,1174.39,1896.47,483.89,437.43,454.2,464.64,492.97,502.94,559.57,528.94,4146.98,5335.05,1822.32,3458.24,1529.45,48.29,75.92,62.58,73.85,61.93,203.68,256.25,281.19,248.95,244.32,3.43,4.21,4.53,2.84,2.8,3.43,4.94,4.03,0.35,3.42,75.94,98,41.79,32.68,96.43,29.43,48.77,35.03,13.74,54.92,21.42,13.25,20.43,29.03,9.14
2025/6/10 0:00,44.23,64.12,1938.16,3584.93,1618.36,536.24,508.16,413.19,385.66,463.67,508.06,552.54,484.52,4217.55,3642.98,3167.37,4832.79,4431.44,54.79,54.37,50.04,66.15,51.16,223.03,214.92,203.75,272.92,285.66,3.74,2.21,0.45,2.19,0.18,0.52,1.07,3.01,3.85,2.39,80.38,50.44,59.04,85.62,22.53,61.77,64.53,87.94,61.24,85.87,15.53,23.54,10.8,8.68,8.44
2025/6/10 0:00,71.4,60.87,4018.41,2560.37,2976.26,384.33,560.6,459.62,564.84,405.7,419.51,478.22,449.19,4107.81,2171.17,4040.4,3016.01,4935.32,65.27,78.63,75.14,70.23,56.88,270.24,233.64,227.12,273.58,254.24,1.4,3.78,2.25,0.75,3.83,3.1,2.45,3.57,1.96,2.35,74.59,97.7,48.47,21.99,24.96,42.71,57.47,40.47,79.09,56.92,7.17,6.28,20.57,21.61,15.18
2025/6/10 0:00,73.19,43.74,1278.54,2431.44,1223.08,453.02,449.97,530.47,396.58,519.07,515.17,522.79,394.62,4768.96,5431.6,5149.97,4048.34,1939.38,71.53,68.54,46.93,47.03,79.56,239.88,204.96,296.9,245.52,207.95,2.13,3.87,4.49,1.82,2.7,2.21,2.69,1.26,2.33,0.21,76.94,93.25,33.61,53.34,62.13,83.68,35.55,48.18,90.15,28.03,17.05,10.22,16.5,20.73,15.51
2025/6/10 0:00,79.62,51.79,4242.73,3794.53,3517.07,528,439.01,567.99,427.76,480.49,420.81,450.02,499.42,3386.72,5477.04,3758.62,4512.61,2451.36,53.78,46.32,53.12,63.89,62.75,203.78,262.56,244.42,280.45,216.58,0.82,4.88,2.11,3.81,0.12,1.03,1.66,2.92,1.71,4.87,93.09,63.22,29.74,63.08,76.3,71.19,30.6,16.57,60.51,19.46,17.16,13.24,28.93,11.27,12.1
